ID,ITEM,RESTAURANT,CATEGORY,DINING PLAN,LOCATION,DISNEY PARK,DESCRIPTION,PRICE,IS_DDP_SNACK
144,Château Shimmer,Be Our Guest - Children's Dinner,Specialty Kid's Drinks,,Fantasyland,Magic Kingdom,"Pomegranate Green Tea blended with Hibiscus, Lemon, and a dash of Star Dust served in an Enchanted Light-up Souvenir Cup",$21.75,false
145,Specialty Character Drink,Be Our Guest - Children's Dinner,Specialty Kid's Drinks,,Fantasyland,Magic Kingdom,Zero Sugar Lemonade with flavors of Cotton Candy served in a Souvenir Character Cup,$7.00,false
146,Dessert Duo,Be Our Guest - Children's Dinner,Dessert,,Fantasyland,Magic Kingdom,,,false
147,Fresh Fruit,Be Our Guest - Children's Dinner,Dessert,,Fantasyland,Magic Kingdom,with Honey Yogurt Dip,,false
148,"Fruit and Cheese Plate,",Be Our Guest - Children's Dinner,Appetizers/Starters,,Fantasyland,Magic Kingdom,"seasonal fruit, cheddar cheese, and crostinis",,false
149,Iceberg Salad,Be Our Guest - Children's Dinner,Appetizers/Starters,,Fantasyland,Magic Kingdom,with ranch dressing,,false
150,Fresh Fruit Bowl,Be Our Guest - Children's Dinner,Appetizers/Starters,,Fantasyland,Magic Kingdom,,,false
151,"House-Made Macaroni & Cheese,",Be Our Guest - Children's Dinner,Entrees,,Fantasyland,Magic Kingdom,,,false
152,Pan-seared Chicken Breast,Be Our Guest - Children's Dinner,Entrees,,Fantasyland,Magic Kingdom,,,false
153,Chicken Strips,Be Our Guest - Children's Dinner,Entrees,,Fantasyland,Magic Kingdom,,,false
154,Pan-seared Shrimp,Be Our Guest - Children's Dinner,Entrees,,Fantasyland,Magic Kingdom,,,false
155,Braised Beef Short Rib,Be Our Guest - Children's Dinner,Entrees,,Fantasyland,Magic Kingdom,,,false
156,Steamed Fresh Green Beans,Be Our Guest - Children's Dinner,entrees,,Fantasyland,Magic Kingdom,,,false
157,French Fries,Be Our Guest - Children's Dinner,entrees,,Fantasyland,Magic Kingdom,,,false
158,Brown Rice,Be Our Guest - Children's Dinner,entrees,,Fantasyland,Magic Kingdom,,,false
159,Sauteed Squash,Be Our Guest - Children's Dinner,entrees,,Fantasyland,Magic Kingdom,,,false
160,Sweet Potatoes,Be Our Guest - Children's Dinner,entrees,,Fantasyland,Magic Kingdom,,,false
161,Small Lowfat Milk,Be Our Guest - Children's Dinner,Beverages,,Fantasyland,Magic Kingdom,,,false
162,Small Water,Be Our Guest - Children's Dinner,Beverages,,Fantasyland,Magic Kingdom,,,false
163,Small Apple Juice,Be Our Guest - Children's Dinner,Beverages,,Fantasyland,Magic Kingdom,,,false
164,Small Chocolate Milk,Be Our Guest - Children's Dinner,Beverages,,Fantasyland,Magic Kingdom,,,false
165,Crème Brûlée Tart,Be Our Guest - Dinner,Desserts,,Fantasyland,Magic Kingdom,"Orange Custard, Passion Fruit Meringue, and Chantilly Cream",,false
166,Plant-based Grey Stuff,Be Our Guest - Dinner,Desserts,,Fantasyland,Magic Kingdom,"Chocolate Cake topped with ""The Grey Stuff"" and Coconut Milk Caramel Sauce (Plant-based)",,false
167,Blooming Rose,Be Our Guest - Dinner,Desserts,,Fantasyland,Magic Kingdom,Filled with “The Grey Stuff”,,false
168,"French Onion Soup,",Be Our Guest - Dinner,Appetizers/Starters,,Fantasyland,Magic Kingdom,Au Gratin with Gruyère,,false
169,"Bread Service,",Be Our Guest - Dinner,Appetizers/Starters,,Fantasyland,Magic Kingdom,,,false
170,"Escargot de Bourgogne,",Be Our Guest - Dinner,Appetizers/Starters,,Fantasyland,Magic Kingdom,Braised in White Wine then baked in Garlic-Herb Butter,,false
171,Mixed Greens Salad,Be Our Guest - Dinner,Appetizers/Starters,,Fantasyland,Magic Kingdom,"Tomatoes, Cucumbers, and Dijon Vinaigrette (Plant-based)",,false
172,Tuna Tartare,Be Our Guest - Dinner,Appetizers/Starters,,Fantasyland,Magic Kingdom,"Dijonnaise, Chopped Egg, and Black Olive Oil",,false
173,Blue Crab Bisque,Be Our Guest - Dinner,Appetizers/Starters,,Fantasyland,Magic Kingdom,"Finished with Brandy, Crème Fraîche, and Chive Oil",,false
174,Endive and Walnut Salad,Be Our Guest - Dinner,Appetizers/Starters,,Fantasyland,Magic Kingdom,"Roquefort, Green Apples, Radicchio, and Champagne Vinaigrette",,false
175,"Roasted Poulet Rouge Chicken,",Be Our Guest - Dinner,Entrees,,Fantasyland,Magic Kingdom,"Roasted Potatoes, Stewed Pepper Pipérade, and Sweet Corn Velouté",,false
176,Grilled Filet Mignon,Be Our Guest - Dinner,Entrees,,Fantasyland,Magic Kingdom,"Smashed Potatoes, Haricots Verts, and Sauce au Poivre",,false
177,Short Rib Beef Bourguignon,Be Our Guest - Dinner,Entrees,,Fantasyland,Magic Kingdom,Slow-cooked in Cabernet Sauvignon with Garlic Confit Mashed Potatoes and Smoked Bacon Marmalade,,false
178,Dry-aged Duroc Pork Chop,Be Our Guest - Dinner,Entrees,,Fantasyland,Magic Kingdom,"Potatoes, Stewed Pepper Piperade, and Sauce Verte",,false
179,Charred Eggplant,Be Our Guest - Dinner,Entrees,,Fantasyland,Magic Kingdom,"Celery Root Purée, Wild Mushrooms, Black Garlic-Red Wine Bordelaise (Plant-based)
Vegetarian",,false
180,Grilled Filet Mignon,Be Our Guest - Dinner,Entrees,,Fantasyland,Magic Kingdom,"Smashed Potatoes, Haricot Verts, and Brandy-Peppercorn Sauce",,false
181,Steak Frites,Be Our Guest - Dinner,Entrees,,Fantasyland,Magic Kingdom,"Slow-roasted Butcher's Steak, House-cut French Fries, and Red Wine Sauce",,false
182,Pan-roasted Arctic Char,Be Our Guest - Dinner,Entrees,,Fantasyland,Magic Kingdom,"Roasted Potatoes, Charred Tomatoes, Shaved Fennel, and Citrus-Caper Brown Butter",,false
183,Soft Drinks,Be Our Guest - Dinner,Beverages,,Fantasyland,Magic Kingdom,"Coke, Diet Coke, Coke Zero, Root Beer, Orange, Sprite, Lemonade",,false
184,Milk or Chocolate Milk,Be Our Guest - Dinner,Beverages,,Fantasyland,Magic Kingdom,,,false
185,Juice,Be Our Guest - Dinner,Beverages,,Fantasyland,Magic Kingdom,Orange Juice or Apple Juice.,,false
186,Fresh-brewed Coffee,Be Our Guest - Dinner,Beverages,,Fantasyland,Magic Kingdom,(regular or decaf),,false
187,Fresh-brewed Iced Tea,Be Our Guest - Dinner,Beverages,,Fantasyland,Magic Kingdom,,,false
188,Hot Tea,Be Our Guest - Dinner,Beverages,,Fantasyland,Magic Kingdom,,,false
189,Hot Cocoa,Be Our Guest - Dinner,Beverages,,Fantasyland,Magic Kingdom,,,false
190,Bottled Water,Be Our Guest - Dinner,Beverages,,Fantasyland,Magic Kingdom,Evian 750 mL or Perrier 750 mL,,false
191,Château Shimmer,Be Our Guest - Dinner,Specialty Beverages (non-alcoholic),,Fantasyland,Magic Kingdom,"Pomegranate Green Tea blended with Hibiscus, Lemon, and a dash of Star Dust served in an Enchanted Light-up Souvenir Cup",$21.75,false
192,Premium Lemonade,Be Our Guest - Dinner,Specialty Beverages (non-alcoholic),,Fantasyland,Magic Kingdom,served in an Enchanted Light-up Souvenir Cup,$19.75,false
193,French 75,Be Our Guest - Dinner,Specialty Cocktails,,Fantasyland,Magic Kingdom,"Fords Gin, Lemon Juice, and Pure Cane Sugar topped with Charles de Fère Reserve Chardonnay Tradition Brut",$17.50,false
194,The Handsome Brute,Be Our Guest - Dinner,Specialty Cocktails,,Fantasyland,Magic Kingdom,"Tito's Handmade Vodka, Chambord Liqueur, Pomegranate Juice, and Lemon Juice garnished with a Sugared Rim and Raspberries",$16.00,false
195,Roses & Rhubarb,Be Our Guest - Dinner,Specialty Cocktails,,Fantasyland,Magic Kingdom,"Four Roses Small Batch Kentucky Straight Bourbon, Tempus Fugit Crème de Noyaux Liqueur, and Fee Brothers Rhubarb and Cardamom Bitters",$19,false
196,Assorted Beers and Cider,Be Our Guest - Dinner,Beer,,Fantasyland,Magic Kingdom,,$10.50-$15.25,false
197,Wines,Be Our Guest - Dinner,Wine,,Fantasyland,Magic Kingdom,"champagne, sparkling and wine by the glass $10-$22, by the bottle",$45-$140,false
198,Private Label Champagne & Wines,Be Our Guest - Dinner,Wine,,Fantasyland,Magic Kingdom,"by the glass $12-$21, by the bottle",$49-$85,false
199,Be Our Guest Private Label Wine Sampler,Be Our Guest - Dinner,Wine,,Fantasyland,Magic Kingdom,A smaller sampling of any three glasses of our Private Label Selections,$32,false
200,Sauteed Shrimp,Be Our Guest - Lunch,Enhancements,,Fantasyland,Magic Kingdom,with Citrus Butter,$10.00,false
201,Roquefort Fondue,Be Our Guest - Lunch,Enhancements,,Fantasyland,Magic Kingdom,,$6.00,false
202,Double-smoked Bacon,Be Our Guest - Lunch,Enhancements,,Fantasyland,Magic Kingdom,with Onion Jam,$10.00,false
203,Crème Brûlée Tart,Be Our Guest - Lunch,Desserts,,Fantasyland,Magic Kingdom,"Orange Custard, Passion Fruit Meringue, and Chantilly Cream",,false
204,Plant-based Grey Stuff,Be Our Guest - Lunch,Desserts,,Fantasyland,Magic Kingdom,"Chocolate Cake topped with ""The Grey Stuff"" and Coconut Milk Caramel Sauce (Plant-based)",,false
205,Blooming Rose,Be Our Guest - Lunch,Desserts,,Fantasyland,Magic Kingdom,Filled with “The Grey Stuff”,,false
206,French Onion Soup,Be Our Guest - Lunch,Appetizers/Starters,,Fantasyland,Magic Kingdom,Au Gratin with Gruyère,,false
207,"Escargot de Bourgogne,",Be Our Guest - Lunch,Appetizers/Starters,,Fantasyland,Magic Kingdom,Braised in White Wine then baked in Garlic-Herb Butter,,false
208,Mixed Greens Salad,Be Our Guest - Lunch,Appetizers/Starters,,Fantasyland,Magic Kingdom,"Tomatoes, Cucumbers, and Dijon Vinaigrette (Plant-based)",,false
209,Tuna Tartare,Be Our Guest - Lunch,Appetizers/Starters,,Fantasyland,Magic Kingdom,"Dijonnaise, Chopped Egg, and Black Olive Oil",,false
210,Blue Crab Bisque,Be Our Guest - Lunch,Appetizers/Starters,,Fantasyland,Magic Kingdom,"Finished with Brandy, Crème Fraîche, and Chive Oil",,false
211,Endive and Walnut Salad,Be Our Guest - Lunch,Appetizers/Starters,,Fantasyland,Magic Kingdom,"Roquefort, Green Apples, Radicchio, and Champagne Vinaigrette",,false
212,Poulet Rouge Chicken,Be Our Guest - Lunch,Entrees,,Fantasyland,Magic Kingdom,"Asparagus, Petit Potato, Watercress, and Whole-Grain Mustard Sauce",,false
213,Grilled Filet Mignon,Be Our Guest - Lunch,Entrees,,Fantasyland,Magic Kingdom,"Smashed Potatoes, Haricots Verts, and Sauce au Poivre",,false
214,Short Rib Beef Bourguignon,Be Our Guest - Lunch,Entrees,,Fantasyland,Magic Kingdom,Slow-cooked in Cabernet Sauvignon with Garlic Confit Mashed Potatoes and Smoked Bacon Marmalade,,false
215,Charred Eggplant,Be Our Guest - Lunch,Entrees,,Fantasyland,Magic Kingdom,"Celery Root Purée, Wild Mushrooms, Black Garlic-Red Wine Bordelaise (Plant-based)
Vegetarian",,false
216,Dry-aged Duroc Pork Chop,Be Our Guest - Lunch,Entrees,,Fantasyland,Magic Kingdom,"Garlic Confit Mashed Potatoes, Root Vegetables, and Whole-Grain Mustard Sauce",,false
217,Steak Frites,Be Our Guest - Lunch,Entrees,,Fantasyland,Magic Kingdom,"Slow-roasted Butcher's Steak, House-cut French Fries, and Red Wine Sauce",,false
218,Pan-roasted Arctic Char,Be Our Guest - Lunch,Entrees,,Fantasyland,Magic Kingdom,"Roasted Potatoes, Charred Tomatoes, Shaved Fennel, and Citrus-Caper Brown Butter",,false
219,Château Shimmer,Be Our Guest - Lunch,Specialty Beverages (non-alcoholic),,Fantasyland,Magic Kingdom,"Pomegranate Green Tea blended with Hibiscus, Lemon, and a dash of Star Dust served in an Enchanted Light-up Souvenir Cup",$21.75,false
220,Premium Lemonade,Be Our Guest - Lunch,Specialty Beverages (non-alcoholic),,Fantasyland,Magic Kingdom,served in an Enchanted Light-up Souvenir Cup,$19.75,false
221,French 75,Be Our Guest - Lunch,Specialty Cocktails,,Fantasyland,Magic Kingdom,"Fords Gin, Lemon Juice, and Pure Cane Sugar topped with Charles de Fère Reserve Chardonnay Tradition Brut",$17.50,false
222,The Handsome Brute,Be Our Guest - Lunch,Specialty Cocktails,,Fantasyland,Magic Kingdom,"Tito's Handmade Vodka, Chambord Liqueur, Pomegranate Juice, and Lemon Juice garnished with a Sugared Rim and Raspberries",$18.50,false
223,Roses & Rhubarb,Be Our Guest - Lunch,Specialty Cocktails,,Fantasyland,Magic Kingdom,"Four Roses Small Batch Kentucky Straight Bourbon, Tempus Fugit Crème de Noyaux Liqueur, and Fee Brothers Rhubarb and Cardamom Bitters",$19,false
224,Beer,Be Our Guest - Lunch,Beer,,Fantasyland,Magic Kingdom,assorted,$10.50-$15.25,false
225,Be Our Guest Private Label Wine Sampler,Be Our Guest - Lunch,Wine,,Fantasyland,Magic Kingdom,A smaller sampling of any three glasses of our Private Label Selections,$32,false
226,Wines,Be Our Guest - Lunch,Wine,,Fantasyland,Magic Kingdom,"champagne, sparkling and wine $56-$590 by the bottle",$13-$24,false
227,Private Label Champagne & Wines,Be Our Guest - Lunch,Wine,,Fantasyland,Magic Kingdom,$12-$21 by the bottle; by the glass,$49-$89,false
228,"Cheshire Cat Tail,",Cheshire Cafe - Snacks,Snacks,Snack,Fantasyland,Magic Kingdom,,$6.29,true
229,Pretzel,Cheshire Cafe - Snacks,Snacks,Snack,Fantasyland,Magic Kingdom,flavor varies but may include pepper jack or cream cheese,$8.49,true
230,Merry Unbirthday Cupcake,Cheshire Cafe - Snacks,Snacks,Snack,Fantasyland,Magic Kingdom,Sprinkle-filled Birthday Cake flavored cupcake with Tea infused Buttercream,$6.79,true
231,Orange Juice,Cheshire Cafe - Snacks,Beverages,Snack,Fantasyland,Magic Kingdom,,$5.59,true
232,Coffee,Cheshire Cafe - Snacks,Beverages,Snack,Fantasyland,Magic Kingdom,regular or decaf,$4.79/$5.19,true
233,Bottled Water,Cheshire Cafe - Snacks,Beverages,Snack,Fantasyland,Magic Kingdom,,$4.25,true
234,Hot Tea,Cheshire Cafe - Snacks,Beverages,Snack,Fantasyland,Magic Kingdom,,$4.79/$5.19,true
235,Cold Brew Coffee,Cheshire Cafe - Snacks,Beverages,Snack,Fantasyland,Magic Kingdom,with sweet cream,$5.99/$6.49,true
236,Add a flavored Syrup,Cheshire Cafe - Snacks,Beverages,,Fantasyland,Magic Kingdom,Caramel or Vanilla,$.50 each,false
237,Monster Energy,Cheshire Cafe - Snacks,Beverages,Snack,Fantasyland,Magic Kingdom,,$5.79,true
238,Mixed Berry Tea Slushy,Cheshire Cafe - Snacks,Specialty Beverages (non-alcoholic),Snack,Fantasyland,Magic Kingdom,with Whipped Cream and Sprinkles,$6.79,true
239,Blackberry Tea Slushy,Cheshire Cafe - Snacks,Specialty Beverages (non-alcoholic),Snack,Fantasyland,Magic Kingdom,with Whipped Cream,$6.79,true
240,"The White Rabbit,",Cheshire Cafe - Snacks,Specialty Beverages (non-alcoholic),Snack,Fantasyland,Magic Kingdom,"Joffrey’s Cold Brew Coffee, including white chocolate sauce, raspberry cold foam, and is topped with raspberry powder and a chocolate piece",$6.49,true
241,"Pastry Basket,",Cinderella's Royal Table - Breakfast,Appetizers/Starters,,Fantasyland,Magic Kingdom,assorted breakfast pastry basket to share,,false
242,"Traditional Breakfast,",Cinderella's Royal Table - Breakfast,Entrees,,Fantasyland,Magic Kingdom,"Scrambled Eggs, Bacon, and Potatoes",,false
243,"Shrimp and Grits,",Cinderella's Royal Table - Breakfast,Entrees,,Fantasyland,Magic Kingdom,"Smoked Gouda Cheese Grits, Garlic Baguette, and Tomato Jam",,false
244,Banana-stuffed French Toast,Cinderella's Royal Table - Breakfast,Entrees,,Fantasyland,Magic Kingdom,with Sweet Cream Cheese served with Caramel Sauce and Bacon,,false
245,Traditional Plant-based Breakfast,Cinderella's Royal Table - Breakfast,Entrees,,Fantasyland,Magic Kingdom,"Plant-based Scrambled Eggs with Peppers, Onions, and Spinach served with Impossible™ Breakfast Sausage, Charred Tomatoes, and Multigrain Toast
Vegetarian",,false
246,Grilled Steak and Egg,Cinderella's Royal Table - Breakfast,Entrees,,Fantasyland,Magic Kingdom,"Potatoes with Cheese Frittata, Seasonal Vegetable, and Boursin® Cheese Sauce",,false
247,"Complimentary refills on beverages,",Cinderella's Royal Table - Breakfast,Beverages,,Fantasyland,Magic Kingdom,"soft drinks, coffee, hot tea, iced tea, hot cocoa, light lemonade punch, apple juice, 1% or chocolate milk",,false
248,"So Many Wishes,",Cinderella's Royal Table - Breakfast,Specialty Beverages (non-alcoholic),,Fantasyland,Magic Kingdom,"Pomegranate Green Tea, Hibiscus, Lemon, and a dash of Star Dust",$6.79,false
249,Pink Spritzer,Cinderella's Royal Table - Breakfast,Specialty Beverages (non-alcoholic),,Fantasyland,Magic Kingdom,"Lyre’s Pink London Non-Alcoholic Spirit, Grapefruit Soda, Pomegranate Green Tea, Lime, Mint",$12.50,false
250,Mimosa,Cinderella's Royal Table - Breakfast,Specialty Cocktails,,Fantasyland,Magic Kingdom,with Sparkling Wine and Minute Maid® Orange Juice,$19.50,false
251,Canella Bellini Sparkling Peach Cocktail,Cinderella's Royal Table - Breakfast,Specialty Cocktails,,Fantasyland,Magic Kingdom,,$12.50,false
252,The Royal Breakfast Flight,Cinderella's Royal Table - Breakfast,Specialty Cocktails,,Fantasyland,Magic Kingdom,Mimosa with Sparkling Wine and Minute Maid® Orange Juice | Canella Bellini Sparking Peach Cocktail | Opici Family Selection Sangria,$16,false
253,Bloody Mary,Cinderella's Royal Table - Breakfast,Specialty Cocktails,,Fantasyland,Magic Kingdom,"Tito’s Handmade Vodka and Bloody Mary Mix garnished with Cucumber, Grape Tomato, and Green Olive",$16.50,false
254,Blackberry-Orange Spritz,Cinderella's Royal Table - Breakfast,Specialty Cocktails,,Fantasyland,Magic Kingdom,"Ketel One Botanical Peach & Orange Blossom Vodka, Rockey’s Botanical Liqueur, Kim Crawford Sauvignon Blanc, Blackberry",$17.50,false
255,Opici Family Selection Sangria,Cinderella's Royal Table - Breakfast,Wine,,Fantasyland,Magic Kingdom,Red or White,$13,false
256,Egg White Frittata,Cinderella's Royal Table - Children's Breakfast,Entrees,,Fantasyland,Magic Kingdom,,,false
257,Fruit and Seed Oatmeal,Cinderella's Royal Table - Children's Breakfast,Entrees,,Fantasyland,Magic Kingdom,,,false
258,Assorted Cold Cereals,Cinderella's Royal Table - Children's Breakfast,Entrees,,Fantasyland,Magic Kingdom,served with milk,,false
259,Mickey-Shaped Waffle,Cinderella's Royal Table - Children's Breakfast,Entrees,,Fantasyland,Magic Kingdom,,,false
260,Home Fries,Cinderella's Royal Table - Children's Breakfast,entrees,,Fantasyland,Magic Kingdom,,,false
261,Bacon,Cinderella's Royal Table - Children's Breakfast,entrees,,Fantasyland,Magic Kingdom,,,false
262,Seasonal Fruit,Cinderella's Royal Table - Children's Breakfast,entrees,,Fantasyland,Magic Kingdom,,,false
263,Turkey Sausage,Cinderella's Royal Table - Children's Breakfast,entrees,,Fantasyland,Magic Kingdom,,,false
264,Pork Sausage,Cinderella's Royal Table - Children's Breakfast,entrees,,Fantasyland,Magic Kingdom,,,false
265,Pastry Basket,Cinderella's Royal Table - Children's Breakfast,Bakery,,Fantasyland,Magic Kingdom,shared by the table,,false
266,Complimentary refills on beverages,Cinderella's Royal Table - Children's Breakfast,Beverages,,Fantasyland,Magic Kingdom,"soft drinks, coffee, hot tea, iced tea, hot cocoa, light lemonade punch, apple juice, 1% or chocolate milk",,false
267,Seasonal Sorbet,Cinderella's Royal Table - Children's Lunch/Dinner,Dessert,,Fantasyland,Magic Kingdom,a no sugar added dessert,,false
268,The Sword in the Sweet,Cinderella's Royal Table - Children's Lunch/Dinner,Dessert,,Fantasyland,Magic Kingdom,White Chocolate Sword in a Chocolate and Marshmallow Mousse 'Stone' atop Cocoa 'Soil',,false
